row,ruleCode,category,reason,condition1,condition2
1622,SZ医保-1622-59e17703b6,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I86.1 阴囊静脉曲张,
1623,SZ医保-1623-9e1bbbf49d,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I87.120 精索静脉压迫综合征,
1624,SZ医保-1624-2886ad4f32,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I87.804 阴茎静脉纤维化,
1625,SZ医保-1625-70cfc0cbf6,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I89.000x022 包皮淋巴水肿,
1626,SZ医保-1626-17af030cc7,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I89.000x024 阴囊橡皮肿,
1627,SZ医保-1627-aa9aabab36,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I89.008 阴囊淋巴水肿,
1628,SZ医保-1628-d60c27ca13,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I89.800x010 非丝虫性阴囊乳靡囊肿,
1629,SZ医保-1629-510c16cc21,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 K40.907 阴囊疝,
1630,SZ医保-1630-9d83ccb305,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 K60.403 直肠阴囊皮肤瘘,
1631,SZ医保-1631-d581e597c8,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 K65.013 男性盆腔脓肿,
1632,SZ医保-1632-56669615ae,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 K65.014 男性盆腔炎,
1633,SZ医保-1633-828734da9d,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 K65.015 男性盆腔炎性包块,
1634,SZ医保-1634-c7c1bf139b,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 L29.1 阴囊瘙痒(症),
1635,SZ医保-1635-ae6aded18b,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 L30.904 阴囊湿疹,
1636,SZ医保-1636-dcca536cb4,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 L68.000 男性型多毛症,
1637,SZ医保-1637-069a5fda25,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 L90.500x071 男性生殖器瘢痕,
1638,SZ医保-1638-2910da2330,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 L90.500x072 睾丸瘢痕,
1639,SZ医保-1639-04f02c6d53,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 L90.500x073 阴囊瘢痕,
1640,SZ医保-1640-c6439d0003,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 L90.500x074 男性外阴瘢痕,
1641,SZ医保-1641-9874948b0a,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N32.815 男性膀胱疝,
1642,SZ医保-1642-91b03b5b69,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N36.301 男性尿道膨出,
1643,SZ医保-1643-4dcd74edaa,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N36.801 精阜肥大,
1644,SZ医保-1644-c640478347,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N40 前列腺增生,
1645,SZ医保-1645-ba03095cdf,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N41 前列腺炎性疾病,
1646,SZ医保-1646-8afdb13ff3,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N42 前列腺的其他疾患,
1647,SZ医保-1647-059b5be8af,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N43 鞘膜积液和精子囊肿,
1648,SZ医保-1648-937a31ea99,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N44 睾丸扭转,
1649,SZ医保-1649-cdb1683386,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N45 睾丸炎和附睾炎,
1650,SZ医保-1650-66955243ea,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N46 男性不育症,
1651,SZ医保-1651-72f40e8405,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N47 包皮过长、包茎和嵌顿包茎,
1652,SZ医保-1652-d0187620f7,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N48 阴茎的其他疾患,
1653,SZ医保-1653-7caf38595e,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,"全部疾病编码 N49 男性生殖器官炎性疾患,不可归类在他处者",
1654,SZ医保-1654-f35a90b99d,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N50 男性生殖器官的其他疾患,
1655,SZ医保-1655-1b380f368e,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N51* 分类于他处的疾病引起的男性生殖器官疾患,
1656,SZ医保-1656-ae55658fad,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N60.101 男性乳腺囊性增生,
1657,SZ医保-1657-c0e6c4eb4b,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N62.x02 男性乳房发育,
1658,SZ医保-1658-39e0fc0ead,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 P83.500 先天性鞘膜积液,
1659,SZ医保-1659-aa3f5ad65c,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 P83.500x002 先天性睾丸鞘膜积液,
1660,SZ医保-1660-58a69f2c9b,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 P83.500x003 先天性精索鞘膜积液,
1661,SZ医保-1661-eea2a7135e,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Q27.815 先天性睾丸血管畸形,
1662,SZ医保-1662-8bbca033cf,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Q53 睾丸未降,
1663,SZ医保-1663-3935799456,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,"全部疾病编码 Q54.000 尿道下裂,龟头的",
1664,SZ医保-1664-dafc2becbf,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Q54.100 阴茎部尿道下裂,
1665,SZ医保-1665-3548561072,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Q54.200 阴茎阴囊部尿道下裂,
1666,SZ医保-1666-1a9d09247b,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Q54.400 先天性痛性阴茎勃起,
1667,SZ医保-1667-b54dc2c87b,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Q55 男性生殖器官的其他先天性,
1668,SZ医保-1668-6890da9290,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Q85.900x032 精囊错构瘤,
1669,SZ医保-1669-d647af1924,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 R86 男性生殖器官标本的异常所见,
1670,SZ医保-1670-e2ebda8806,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 S30.202 创伤性阴囊血肿,
1671,SZ医保-1671-34d3d0688b,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 S30.203 创伤性附睾血肿,
1672,SZ医保-1672-e037b5ab96,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 S30.205 阴囊挫伤,
1673,SZ医保-1673-a0656d28cb,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 S30.206 阴茎挫伤,
1674,SZ医保-1674-8600359ced,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 S30.208 睾丸挫伤,
1675,SZ医保-1675-c26c81d77e,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 S31.2 阴茎开放性伤口,
1676,SZ医保-1676-962c9ab2aa,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 S31.3 阴囊和睾丸开放性伤口,
1677,SZ医保-1677-1d3a23c24f,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 S37.300x021 尿道阴茎部损伤,
1678,SZ医保-1678-eca3d2713d,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 S37.300x031 尿道前列腺部损伤,
1679,SZ医保-1679-977d1043ac,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 S37.300x083 后尿道损伤,
1680,SZ医保-1680-fd0c7488b8,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 S37.801 输精管损伤,
1681,SZ医保-1681-3cd366c251,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 S37.802 精囊损伤,
1682,SZ医保-1682-1a48400a4d,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 S37.804 前列腺损伤,
